RUT,Sexo,Nombre,Fecha Nacimiento,Dirección,Correo,AFP,APV,Saldo AFP,Saldo APV,Inicio cotizaciones,Última cotización
12008912-4,F,Alfonso Craft,27/02/1976,421 North Thatcher Rd.Rolling Meadows IL 60008,AlfonsoCraft@gmail.com,Planvital,True,18286695,2282832,25/07/1996,05/08/2019
12748153-9,F,Mason Nielsen,29/09/1978,79 NW. Ramblewood Dr.Elmont NY 11003,MasonNielsen@gmail.com,Planvital,True,19740704,19103305,08/02/1997,28/01/2016
12783885-K,M,Joan Thomas,09/03/1976,8793 Harvard St.Blacksburg VA 24060,JoanThomas@gmail.com,Cuprum,False,4452741,0,17/09/1994,28/04/2019
17630650-K,F,Eliana Brooks,08/08/1992,361 Wrangler Ave.Massapequa Park NY 11762,ElianaBrooks@gmail.com,Habitat,True,19679199,6284183,19/03/2011,13/07/2018
14847392-8,M,Ulric Kent,13/10/1996,66 Old York St.Adrian MI 49221,UlricKent@gmail.com,Habitat,False,8724389,0,04/07/2016,29/08/2016
6669889-4,M,Wyatt Graves,30/10/1961,2 Deerfield Ave.Champaign IL 61821,WyattGraves@gmail.com,Cuprum,True,31863570,33619815,21/02/1980,20/11/2017
15034654-9,F,Kibo Justice,23/01/1990,9503C Creek DriveBloomington IN 47401,KiboJustice@gmail.com,Cuprum,True,8446909,14258430,12/11/2009,01/06/2018
19234858-5,F,Wyatt Rivera,29/04/1996,7940 Garfield CircleDayton OH 45420,WyattRivera@gmail.com,Provida,True,10189656,14646674,11/07/2015,14/09/2019
9697556-K,M,Clark Craft,10/07/1978,530 Brewery St.Morristown NJ 07960,ClarkCraft@gmail.com,Cuprum,False,11581812,0,02/12/1996,21/10/2016
7273218-9,F,Devin Parker,25/08/1969,7037 Oklahoma Ave.Voorhees NJ 08043,DevinParker@gmail.com,Cuprum,True,32452590,8079587,25/05/1987,17/06/2018
16196080-K,M,Josephine Brooks,19/02/1987,809 Lake View St.Greenfield IN 46140,JosephineBrooks@gmail.com,Modelo,True,19722242,19165985,05/01/2006,28/12/2016
14876555-K,F,Jesse Hebert,31/10/1995,112 Ohio St.Murrells Inlet SC 29576,JesseHebert@gmail.com,Cuprum,True,16669201,19598258,29/05/2013,23/09/2019
14355254-4,F,Sarah Davenport,10/12/1993,9858 Ramblewood St.Caldwell NJ 07006,SarahDavenport@gmail.com,Habitat,True,4752364,19797393,10/11/2012,23/09/2018
6902270-K,M,Kimberly Love,03/06/1961,297 Fulton Dr.Harrisonburg VA 22801,KimberlyLove@gmail.com,Cuprum,False,28994728,0,22/05/1980,02/09/2018
11121774-5,F,Rhea Hutchinson,21/02/1975,984 Division Dr.Greer SC 29650,RheaHutchinson@gmail.com,Capital,False,16972791,0,21/04/1995,12/07/2020
6136052-K,F,Cairo Owen,06/07/1964,9867 Roosevelt StreetEnfield CT 06082,CairoOwen@gmail.com,Provida,False,12520327,0,12/11/1983,14/08/2017
8472936-K,M,Lysandra Thomas,11/10/1976,237 Cooper St.Fairhope AL 36532,LysandraThomas@gmail.com,Cuprum,True,16189492,9831971,23/01/1994,31/08/2017
10960136-1,F,Nadine Craft,18/01/1977,7773 West Trout StreetFlowery Branch GA 30542,NadineCraft@gmail.com,Planvital,False,12894828,0,21/07/1997,01/02/2020
7091286-3,F,Patience Sharpe,03/05/1961,8656 Oak Meadow Ave.Holland MI 49423,PatienceSharpe@gmail.com,Planvital,False,26454711,0,10/08/1981,20/06/2020
16465873-K,M,Jerome Love,26/03/1997,7679 Manchester Dr.Vicksburg MS 39180,JeromeLove@gmail.com,Modelo,True,14358808,8727589,20/06/2016,18/12/2016
10628467-9,M,Josiah Dillon,22/02/1976,6 San Pablo AvenueFullerton CA 92831,JosiahDillon@gmail.com,Planvital,False,6459333,0,26/04/1995,17/10/2019
7318316-K,M,Bernard Richard,06/12/1970,2 S. Clark St.Bethpage NY 11714,BernardRichard@gmail.com,Habitat,False,10732115,0,07/02/1988,03/06/2016
6540151-K,M,Kaseem Hutchinson,03/10/1962,497 53rd Ave.Goose Creek SC 29445,KaseemHutchinson@gmail.com,Planvital,True,24210755,14431496,07/07/1982,06/11/2018
6295343-K,F,Alfonso Hull,16/11/1964,9860 Meadow StreetApple Valley CA 92307,AlfonsoHull@gmail.com,Provida,False,14458349,0,19/03/1983,18/02/2020
7377585-7,F,Mason Farrell,26/02/1970,183 Howard St.Lewis Center OH 43035,MasonFarrell@gmail.com,Planvital,True,20062080,35755205,30/12/1988,01/12/2019
13719764-K,F,Sebastian Hull,04/07/1997,93 Green CourtOshkosh WI 54901,SebastianHull@gmail.com,Modelo,True,18113408,2972916,14/10/2016,31/03/2020
6346078-K,F,Fulton Sweeney,29/08/1970,421 North Thatcher Rd.Rolling Meadows IL 60008,FultonSweeney@gmail.com,Capital,False,25585209,0,19/11/1988,25/09/2016
6816713-1,M,Connor Hardin,19/01/1970,8449 Pheasant StreetNew York NY 10002,ConnorHardin@gmail.com,Planvital,True,23777934,35196197,13/04/1988,23/03/2019
10274958-3,M,Debra Fuller,04/03/1976,7709 Spring Dr.Elkridge MD 21075,DebraFuller@gmail.com,Modelo,False,8927201,0,05/01/1995,17/03/2020
7873584-9,M,Dennis Abbott,20/01/1968,439 Proctor DriveCouncil Bluffs IA 51501,DennisAbbott@gmail.com,Modelo,False,25737379,0,29/02/1988,11/05/2017
17229355-K,F,Lars Decker,16/03/1986,423 Cypress Ave.Macungie PA 18062,LarsDecker@gmail.com,Habitat,True,13449581,15756844,30/01/2004,29/05/2018
12762596-7,F,Patience Cleveland,24/04/1971,9214 Baker LaneLoganville GA 30052,PatienceCleveland@gmail.com,Modelo,False,1663662,0,21/01/1991,08/09/2019
12359755-7,M,Shaine Holt,31/03/1977,93 Bridge DriveBergenfield NJ 07621,ShaineHolt@gmail.com,Habitat,False,14196539,0,08/07/1995,21/07/2017
7371508-K,M,Brianna Monroe,23/10/1960,183 Cambridge DriveFort Mill SC 29708,BriannaMonroe@gmail.com,Habitat,True,34536265,34967423,10/12/1980,07/11/2019
13606784-K,F,Clare Finch,15/07/1981,535 Talbot St.Sebastian FL 32958,ClareFinch@gmail.com,Provida,False,17700164,0,13/10/1999,07/01/2020
16656121-9,M,Benjamin Whitehead,24/03/1982,47 Church St.Alpharetta GA 30004,BenjaminWhitehead@gmail.com,Cuprum,False,11164068,0,01/01/2000,23/11/2016
15760912-K,M,Raja Hinton,30/10/1998,8691 New St.Fenton MI 48430,RajaHinton@gmail.com,Cuprum,True,1351946,17450720,22/09/2018,02/06/2019
9926067-3,M,Ulric Cain,05/04/1973,82 Silver Spear CourtWestport CT 06880,UlricCain@gmail.com,Capital,True,15495590,16363263,05/01/1993,07/03/2018
14777808-K,M,Devin Cain,15/01/1981,952 Westminster LaneFitchburg MA 01420,DevinCain@gmail.com,Capital,True,1809235,12058840,13/08/2000,11/11/2017
16875341-K,M,Belle Kent,20/08/1993,7201 Sussex St.Holyoke MA 01040,BelleKent@gmail.com,Modelo,False,18199090,0,11/01/2012,03/08/2017
6034298-3,M,Seth Owen,30/05/1967,544 York LaneCentereach NY 11720,SethOwen@gmail.com,Provida,False,16150914,0,08/06/1987,12/05/2018
7643762-K,M,Alfonso Mcgee,08/03/1968,354 Shirley LaneCedar Rapids IA 52402,AlfonsoMcgee@gmail.com,Modelo,False,39915837,0,28/06/1988,18/11/2019
8700912-K,M,Jerome Kent,19/11/1977,9175 Plumb Branch Ave.Logansport IN 46947,JeromeKent@gmail.com,Capital,True,8505530,7509659,30/09/1996,10/05/2019
15617218-4,M,Melinda Craft,14/08/1986,7692 Tarkiln Hill St.Roy UT 84067,MelindaCraft@gmail.com,Modelo,False,5496643,0,19/09/2005,05/05/2016
7409507-4,F,Brenden Kent,12/06/1970,969 Iroquois LanePlymouth MA 02360,BrendenKent@gmail.com,Planvital,False,20577538,0,10/05/1989,11/06/2019
7815342-6,F,Caleb Mcdowell,29/12/1966,8277 Shady St.Commack NY 11725,CalebMcdowell@gmail.com,Planvital,False,18136922,0,10/09/1986,19/05/2020
6994223-1,F,Howard Frye,14/12/1964,94 Arlington Dr.North Ridgeville OH 44039,HowardFrye@gmail.com,Provida,True,8885443,24591909,24/06/1982,08/12/2018
7302906-3,M,Connor Frost,15/03/1964,66 Sherwood RoadBay City MI 48706,ConnorFrost@gmail.com,Habitat,True,30124122,23143189,28/03/1982,02/02/2016
19888017-8,M,Brenden Hull,02/04/1990,443 Tanglewood RoadCoventry RI 02816,BrendenHull@gmail.com,Provida,True,17340294,1050829,19/04/2009,15/08/2017
8346213-K,F,Jackson Gardner,20/08/1978,385 Devonshire StreetRavenna OH 44266,JacksonGardner@gmail.com,Provida,True,6451673,2665659,29/11/1997,27/01/2016
17526510-8,M,Kaseem Cain,02/03/1983,11 Lexington St.Sterling Heights MI 48310,KaseemCain@gmail.com,Modelo,False,6319996,0,21/12/2002,05/02/2019
10216682-K,F,Imani Walters,19/01/1978,517 Fordham St.Wallingford CT 06492,ImaniWalters@gmail.com,Habitat,True,15015822,9714427,29/07/1996,16/03/2018
16124748-0,M,Ulric Howard,08/03/1986,7773 West Trout StreetFlowery Branch GA 30542,UlricHoward@gmail.com,Provida,True,16739631,12981615,22/04/2004,04/03/2016
7300103-K,F,Hoyt Bernard,11/07/1966,805 Woodside Ave.Mishawaka IN 46544,HoytBernard@gmail.com,Habitat,False,30916278,0,02/10/1984,24/11/2016
13732797-6,M,Sylvester Alford,10/12/1992,9 Tanglewood St.Waterloo IA 50701,SylvesterAlford@gmail.com,Modelo,True,6591865,19438200,05/11/2012,13/03/2016
15456204-1,F,Elizabeth Mckay,01/12/1998,255 Lafayette LaneApt 121Arlington MA 02474,ElizabethMckay@gmail.com,Habitat,True,14901088,18404655,05/01/2017,04/09/2018
14838564-1,M,Connor Nielsen,12/04/1984,9953 Ridgewood Dr.South Portland ME 04106,ConnorNielsen@gmail.com,Provida,False,9327292,0,14/12/2002,16/05/2018
18491660-8,F,Abbot Colon,20/09/1993,785 North Goldfield DriveNew Philadelphia OH 44663,AbbotColon@gmail.com,Cuprum,True,15271263,19617931,04/08/2011,05/03/2017
15512656-K,M,Bruce Walters,27/03/1982,7822 Prospect StreetSouth Plainfield NJ 07080,BruceWalters@gmail.com,Habitat,False,16224794,0,05/07/2001,23/09/2018
18164891-9,M,Arthur Obrien,13/02/1983,8353 Winchester St.Wenatchee WA 98801,ArthurObrien@gmail.com,Provida,False,2031418,0,04/04/2003,13/05/2017
13717283-K,M,Giacomo Walters,21/01/1990,178 3rd CircleRidgecrest CA 93555,GiacomoWalters@gmail.com,Habitat,True,2185503,10335365,05/02/2009,10/08/2017
9995417-K,M,Uriel Brewer,01/07/1971,920 Harvard Ave.Duarte CA 91010,UrielBrewer@gmail.com,Modelo,False,9325324,0,20/01/1990,31/08/2017
7860905-5,F,Rose Alford,02/07/1963,608 Mammoth StreetPowhatan VA 23139,RoseAlford@gmail.com,Provida,False,23841759,0,21/01/1982,01/11/2018
19375654-K,M,Petra Bernard,16/12/1990,9 Cross CircleAthens GA 30605,PetraBernard@gmail.com,Planvital,True,3190508,3234201,31/01/2008,15/02/2018
7337280-0,M,Graham Hutchinson,29/05/1970,8466 Spring DriveNewtown PA 18940,GrahamHutchinson@gmail.com,Capital,True,39398463,36824545,12/09/1990,07/12/2016
15861982-4,M,Felicia Garcia,09/08/1984,7315 Essex St.Poughkeepsie NY 12601,FeliciaGarcia@gmail.com,Cuprum,True,14707777,6105965,02/03/2003,10/12/2016
14732676-4,M,Armando Higgins,26/03/1996,419 Santa Clara DriveAlbany NY 12203,ArmandoHiggins@gmail.com,Planvital,False,1360596,0,22/12/2015,09/02/2019
9505723-9,M,Jerome Scott,10/04/1972,173 Meadowbrook StreetNashua NH 03060,JeromeScott@gmail.com,Habitat,True,14435530,3012151,05/04/1991,07/11/2017
16600239-K,M,Fulton Estrada,26/03/1996,9634 Glenridge AvenueLiverpool NY 13090,FultonEstrada@gmail.com,Modelo,False,7920912,0,21/05/2014,11/02/2018
19986681-K,M,Kibo Fuller,13/09/1981,81 Argyle LaneVienna VA 22180,KiboFuller@gmail.com,Capital,False,12721053,0,18/08/1999,30/08/2017
6585906-K,F,Cooper Kim,21/05/1965,722 Lower River St.Easton PA 18042,CooperKim@gmail.com,Cuprum,True,16373504,15136631,20/05/1985,18/05/2019
11385704-5,F,Fulton Frost,11/02/1977,48 Olive Dr.Orange NJ 07050,FultonFrost@gmail.com,Planvital,False,8469730,0,25/06/1997,12/11/2016
14637120-K,M,Susan Griffin,19/02/1986,25 Leeton Ridge St.Odenton MD 21113,SusanGriffin@gmail.com,Provida,True,19030458,12835497,28/10/2004,07/06/2017
17932524-K,F,Joan Dillon,17/10/1997,269 Gregory St.Crown Point IN 46307,JoanDillon@gmail.com,Planvital,False,5182892,0,08/06/2016,16/12/2016
17146572-1,F,Graham Obrien,03/11/1994,500 Grandrose LaneSaint Augustine FL 32084,GrahamObrien@gmail.com,Capital,True,14077106,13678413,09/02/2014,04/05/2018
18925717-K,M,Giacomo Daniel,18/07/1984,195 Greystone RoadMartinsville VA 24112,GiacomoDaniel@gmail.com,Habitat,True,17654150,6778307,31/03/2002,18/02/2020
17234378-1,M,Aline Tillman,11/06/1996,8913 North Marvon LaneDeltona FL 32725,AlineTillman@gmail.com,Modelo,False,12298182,0,20/08/2015,19/01/2017
13701366-5,M,Sebastian Molina,27/06/1990,7558 South Gulf Ave.Ft Mitchell KY 41017,SebastianMolina@gmail.com,Modelo,False,17427092,0,03/12/2009,19/07/2020
7639427-K,M,Aline Owen,22/04/1963,393 Center LaneElizabeth City NC 27909,AlineOwen@gmail.com,Capital,True,18845019,35398800,10/05/1981,28/11/2018
10886688-K,F,Susan Davenport,24/08/1971,9981 South Fairview Dr.Natick MA 01760,SusanDavenport@gmail.com,Planvital,True,5697560,13912666,05/01/1991,19/10/2019
14700352-1,F,Aline Patrick,19/03/1987,981 Foxrun Dr.Rego Park NY 11374,AlinePatrick@gmail.com,Capital,False,11245049,0,07/02/2005,21/10/2016
17221038-K,M,Imani Vega,14/05/1989,1 E. Circle LaneLawrence MA 01841,ImaniVega@gmail.com,Modelo,True,14139068,18922149,28/07/2008,01/04/2016
7997929-5,M,Debra Kirkland,01/01/1969,547 SW. Courtland DriveTorrance CA 90505,DebraKirkland@gmail.com,Modelo,True,28075004,25156549,15/03/1989,27/03/2016
17350450-2,F,Andrew Brooks,13/09/1996,718 East North St.Minot ND 58701,AndrewBrooks@gmail.com,Planvital,False,8938314,0,08/08/2014,12/02/2016
16238751-K,M,Jerome Stewart,28/04/1996,8546 South Roehampton DriveWinter Park FL 32792,JeromeStewart@gmail.com,Modelo,False,4256564,0,14/09/2016,05/01/2016
6444837-3,F,Sharon George,02/01/1967,10 Orchard St.Ashburn VA 20147,SharonGeorge@gmail.com,Cuprum,False,32628792,0,27/09/1987,15/08/2016
12429050-K,M,Rose Pollard,05/06/1971,8335 Van Dyke Rd.Union City NJ 07087,RosePollard@gmail.com,Planvital,True,2563683,19036158,22/03/1991,15/05/2018
14959834-7,M,Abbot Hebert,12/07/1998,24 53rd AvenueMahopac NY 10541,AbbotHebert@gmail.com,Modelo,True,8675734,19492345,30/03/2017,12/11/2018
6042928-K,M,Dennis Hansen,05/01/1963,69 Saxton DriveSaratoga Springs NY 12866,DennisHansen@gmail.com,Cuprum,True,20479860,12243967,28/06/1981,23/04/2019
18810158-6,M,Ulric Whitehead,04/02/1982,7592 Lake View St.Raleigh NC 27603,UlricWhitehead@gmail.com,Habitat,False,9561858,0,30/09/2000,26/10/2017
15488289-K,M,Denise Booker,08/05/1995,8352 Oak Meadow StreetNew Lenox IL 60451,DeniseBooker@gmail.com,Provida,True,3543813,7425947,11/04/2015,14/04/2016
14205162-2,M,Eliana Rivera,31/08/1995,10 East DriveKearny NJ 07032,ElianaRivera@gmail.com,Modelo,True,8865282,7764612,10/09/2015,28/06/2016
6851361-6,F,Sebastian Garcia,26/05/1967,800 Alton Rd.Desoto TX 75115,SebastianGarcia@gmail.com,Planvital,False,20348591,0,20/02/1985,16/11/2019
7095503-7,M,Rose Scott,30/03/1962,93 Stillwater DriveBillings MT 59101,RoseScott@gmail.com,Cuprum,False,36017738,0,31/10/1980,19/04/2016
18498293-K,M,Ina Heath,13/01/1996,10 West High Point Ave.Baton Rouge LA 70806,InaHeath@gmail.com,Modelo,False,19042530,0,14/03/2016,27/12/2019
11037015-K,F,Clare Holt,09/09/1971,8350 Rock Creek DriveAvon Lake OH 44012,ClareHolt@gmail.com,Cuprum,False,13740795,0,09/12/1991,17/02/2017
17943721-K,M,Rhona Gonzalez,17/09/1982,998 Illinois St.Warminster PA 18974,RhonaGonzalez@gmail.com,Planvital,True,6546701,12713171,02/08/2002,22/08/2016
7004354-K,F,Josiah Mckay,09/02/1960,22 West Lancaster St.Oak Forest IL 60452,JosiahMckay@gmail.com,Habitat,False,34625574,0,26/12/1980,18/05/2017
7023735-K,M,Preston Craft,17/09/1962,7524 Pheasant Dr.Baltimore MD 21206,PrestonCraft@gmail.com,Planvital,False,9719492,0,07/02/1980,09/08/2016
6877166-5,M,Bertha Decker,14/04/1970,704 Alderwood St.Hackettstown NJ 07840,BerthaDecker@gmail.com,Habitat,True,13473508,22507889,23/02/1988,27/06/2016
17002781-6,M,Jerome Mcgee,16/07/1982,895 Belmont StreetPottstown PA 19464,JeromeMcgee@gmail.com,Provida,False,2425934,0,11/05/2001,09/02/2020
6070626-6,M,Bruce Scott,23/02/1962,7760 Leatherwood CourtMc Lean VA 22101,BruceScott@gmail.com,Modelo,True,18445351,6847571,09/07/1982,03/12/2016
6439636-K,M,Caleb Tillman,23/08/1966,7822 Plymouth Ave.District Heights MD 20747,CalebTillman@gmail.com,Habitat,False,6091976,0,06/02/1986,18/06/2016
18060987-K,M,Camilla Thomas,16/10/1982,79 Alderwood StreetDothan AL 36301,CamillaThomas@gmail.com,Planvital,False,4374011,0,29/08/2002,10/12/2017
15741620-K,M,Stephanie Cain,03/11/1983,22 Stillwater CourtHartselle AL 35640,StephanieCain@gmail.com,Provida,True,17351220,17153711,24/02/2002,09/08/2016
18159183-6,F,Nadine Saunders,22/01/1995,78 Primrose Dr.Nashville TN 37205,NadineSaunders@gmail.com,Modelo,True,16134765,18828592,20/08/2013,08/08/2019
16752191-K,F,Elmo Justice,27/04/1990,9857 Border Dr.Fort Washington MD 20744,ElmoJustice@gmail.com,Habitat,True,14120363,8850915,06/01/2009,05/12/2016
10642669-K,F,Sybill Stewart,28/05/1971,437 E. Devonshire Dr.Pompano Beach FL 33060,SybillStewart@gmail.com,Modelo,True,13635347,12718843,05/11/1990,16/09/2018
6885710-0,F,Mechelle Decker,15/10/1969,47 Church St.Alpharetta GA 30004,MechelleDecker@gmail.com,Capital,True,37219269,32233449,27/11/1988,20/03/2019
13412995-7,M,Denise Tillman,03/02/1985,40 South Schoolhouse St.Oak Ridge TN 37830,DeniseTillman@gmail.com,Planvital,False,8618026,0,01/10/2005,11/02/2017
18150213-K,M,Sage Hebert,21/05/1981,535 Talbot St.Sebastian FL 32958,SageHebert@gmail.com,Planvital,False,12080281,0,10/05/2001,09/04/2017
17182379-5,F,Ina Donaldson,23/07/1995,751 Valley Farms St.Charleston SC 29406,InaDonaldson@gmail.com,Modelo,False,16037716,0,21/12/2014,14/02/2019
8472534-4,M,Giacomo Brewer,08/08/1973,61 Hudson St.Winter Garden FL 34787,GiacomoBrewer@gmail.com,Cuprum,False,10394239,0,15/05/1991,13/06/2020
18850074-1,M,Sharon Dillon,14/06/1993,617 South Gartner StreetElizabeth NJ 07202,SharonDillon@gmail.com,Planvital,True,4960966,1563848,25/09/2011,20/04/2019
17420172-K,M,Nadine George,20/11/1995,9322 Sunset DriveCanton GA 30114,NadineGeorge@gmail.com,Modelo,False,5447440,0,22/02/2013,25/02/2019
13537366-7,F,Cooper Tillman,21/12/1989,7224 High Noon St.Warren MI 48089,CooperTillman@gmail.com,Cuprum,False,8594551,0,20/06/2008,19/04/2018
16425693-7,F,Josiah Holt,18/11/1983,9418 Circle RoadFort Walton Beach FL 32547,JosiahHolt@gmail.com,Provida,True,3441871,4541232,07/11/2001,17/12/2019
18755342-2,M,Kirk Owen,24/03/1995,552 Mill DrivePainesville OH 44077,KirkOwen@gmail.com,Cuprum,False,11850198,0,17/10/2014,27/09/2017
19937335-2,M,Eliana Thomas,21/01/1984,738 Roberts Rd.Bettendorf IA 52722,ElianaThomas@gmail.com,Habitat,False,3892832,0,29/07/2002,11/02/2018
17943724-8,F,Sharon Elliott,11/09/1991,85 Overlook StreetMount Juliet TN 37122,SharonElliott@gmail.com,Habitat,True,9891960,3155137,26/05/2010,08/03/2018
9894518-8,M,Nadine Brooks,07/10/1973,893 W. Canal DriveHartsville SC 29550,NadineBrooks@gmail.com,Provida,True,6034148,3555925,17/04/1992,20/09/2016
7028505-K,M,Paki Hardin,21/05/1964,9 Peninsula LanePark Ridge IL 60068,PakiHardin@gmail.com,Capital,False,11218981,0,25/11/1982,29/07/2018
10319321-K,M,Oprah Davenport,06/07/1979,9 Sunnyslope DriveHavertown PA 19083,OprahDavenport@gmail.com,Planvital,True,6746553,14036747,23/01/1997,14/04/2017
14469394-K,F,Bernard Riddle,27/08/1990,601 Woodsman RoadHarlingen TX 78552,BernardRiddle@gmail.com,Planvital,True,12765546,4804982,29/07/2010,25/06/2019
12979197-7,F,Clayton Bullock,31/07/1975,7822 Plymouth Ave.District Heights MD 20747,ClaytonBullock@gmail.com,Capital,True,14855023,1803096,07/03/1993,24/04/2017
7243080-K,F,Raja Baldwin,30/09/1964,907 North Fulton St.Davison MI 48423,RajaBaldwin@gmail.com,Habitat,False,19716535,0,16/05/1982,21/07/2020
15255974-6,M,Jackson Sweeney,08/03/1984,906 Airport StreetGlendora CA 91740,JacksonSweeney@gmail.com,Planvital,True,4036924,13055075,14/02/2002,26/07/2018
16443388-K,M,Jocelyn Bullock,22/10/1991,25 Leeton Ridge St.Odenton MD 21113,JocelynBullock@gmail.com,Cuprum,True,670137,11127769,24/05/2010,17/04/2016
9161085-K,F,Lysandra Mcgee,14/01/1980,9214 Baker LaneLoganville GA 30052,LysandraMcgee@gmail.com,Cuprum,False,11173298,0,17/03/1998,28/06/2019
11141969-3,M,Howard Cabrera,28/08/1978,53 Rockaway DriveFlorence SC 29501,HowardCabrera@gmail.com,Cuprum,False,16350258,0,01/12/1996,16/12/2019
17779191-7,M,Kaseem Bernard,02/04/1983,221 Bellevue Ave.Butte MT 59701,KaseemBernard@gmail.com,Provida,False,10280215,0,02/10/2003,21/04/2019
7195890-K,M,Preston Lindsay,21/02/1967,801 Summit Ave.Oviedo FL 32765,PrestonLindsay@gmail.com,Provida,True,13944840,20744883,01/10/1985,21/12/2019
13268460-9,M,Shaine Schroeder,14/08/1988,7293 Wall Dr.Lakewood NJ 08701,ShaineSchroeder@gmail.com,Capital,False,9323772,0,20/10/2006,13/08/2018
11197926-K,M,Thaddeus Colon,12/07/1974,46 North Manor St.Stuart FL 34997,ThaddeusColon@gmail.com,Planvital,False,17522349,0,16/03/1992,19/11/2017
7439812-3,F,Germaine Cabrera,06/06/1970,308 Lantern StreetBattle Ground WA 98604,GermaineCabrera@gmail.com,Capital,True,38180550,16956139,24/10/1989,18/04/2018
15411544-K,F,Petra James,27/03/1991,9322 Sunset DriveCanton GA 30114,PetraJames@gmail.com,Capital,True,19103532,13771221,25/06/2011,29/10/2016
19488499-K,F,Giacomo Rivers,17/04/1989,425 Prince CourtCranberry Twp PA 16066,GiacomoRivers@gmail.com,Cuprum,True,4806459,5141573,29/09/2009,05/06/2020
17142072-K,F,Baker Sharpe,14/11/1989,794 Jackson Ave.Loveland OH 45140,BakerSharpe@gmail.com,Cuprum,False,1953672,0,24/10/2008,11/12/2019
16661167-K,M,Rhea Grimes,09/10/1981,9160 Marlborough Ave.Middle River MD 21220,RheaGrimes@gmail.com,Cuprum,False,7325396,0,03/11/2000,02/02/2018
15827880-K,M,Clark Riddle,14/03/1984,7404 Amherst Ave.Eastpointe MI 48021,ClarkRiddle@gmail.com,Capital,True,17904507,10277792,30/09/2004,20/07/2018
6097694-K,M,Josiah Finch,27/01/1964,832 Mayfield RoadWest Islip NY 11795,JosiahFinch@gmail.com,Capital,False,26933693,0,08/02/1982,06/10/2019
17473265-K,F,Kerry Scott,16/04/1981,99 Railroad LaneCary NC 27511,KerryScott@gmail.com,Planvital,False,12108211,0,18/09/2001,06/10/2016
15590526-K,F,Bertha Palmer,10/12/1987,853 Myers St.Hickory NC 28601,BerthaPalmer@gmail.com,Capital,True,7662715,4499282,31/07/2005,09/10/2017
19135750-3,M,Sage Hutchinson,23/04/1981,183 Cambridge DriveFort Mill SC 29708,SageHutchinson@gmail.com,Provida,False,3823441,0,03/05/2000,14/02/2020
8500546-K,F,Candice Finch,12/07/1976,7738 Old Blackburn LaneLoxahatchee FL 33470,CandiceFinch@gmail.com,Planvital,True,1838656,4556653,29/04/1995,04/07/2020
6788560-2,F,Ulric Palmer,15/01/1962,43 Manhattan StreetRockville Centre NY 11570,UlricPalmer@gmail.com,Habitat,True,12687828,34350421,16/06/1981,26/02/2017
